number_of_uses,word,word_type
64015,the,DT
51313,and,CC
34635,of,IN
13567,to,TO
12784,that,IN
12503,in,IN
10261,he,PRP
9838,shall,MD
8987,unto,IN
8810,for,IN
8708,i,PRP
8450,his,PRP$
8176,a,DT
7297,they,PRP
6854,be,VB
6852,is,VBZ
6002,with,IN
5883,not,RB
5432,all,DT
5202,thou,NN
4739,lord,NNP
4698,it,PRP
4600,thy,JJ
4454,was,VBD
4394,which,WDT
4368,my,PRP$
3952,but,CC
3931,their,PRP$
3882,have,VBP
3848,ye,NN
3780,will,MD
3641,from,IN
3511,as,IN
3508,them,PRP
3166,him,PRP
2922,are,VBP
2832,when,WRB
2734,upon,IN
2716,were,VBD
2601,this,DT
2577,by,IN
2483,out,IN
2303,god,NNP
2285,said,VBD
2242,hath,NN
2125,then,RB
2073,there,EX
2012,into,IN
1993,had,VBD
1991,came,VBD
1978,man,NN
1965,on,IN
1898,up,RP
1894,son,NN
1823,one,CD
1809,we,PRP
1793,king,NN
1779,me,PRP
1778,your,PRP$
1766,before,IN
1699,an,DT
1664,against,IN
1616,shalt,NN
1602,come,VB
1588,if,IN
1588,children,NNS
1565,at,IN
1561,so,RB
1533,her,PRP$
1530,thee,NN
1518,also,RB
1506,let,VB
1351,no,DT
1333,made,VBD
1333,even,RB
1328,went,VBD
1315,house,NN
1266,go,VB
1236,every,DT
1229,people,NNS
1215,do,VB
1200,because,IN
1167,saith,VBD
1166,you,PRP
1165,our,PRP$
1163,now,RB
1162,these,DT
1154,after,IN
1143,land,NN
1111,men,NNS
1107,or,CC
1098,israel,NNP
1082,therefore,RB
1065,o,NNP
1060,hast,NN
1059,day,NN
1049,make,VB
1026,may,MD
971,what,WP
968,she,PRP
961,over,IN
948,who,WP
936,did,VBD
916,among,IN
908,put,VBD
904,thine,JJ
900,any,DT
876,neither,CC
870,great,JJ
864,hand,NN
861,give,VB
856,take,VB
853,brought,VBD
848,down,RP
839,sons,NNS
833,am,VBP
799,us,PRP
796,according,VBG
792,two,CD
791,things,NNS
783,should,MD
777,jesus,NNP
755,whom,WP
755,nor,CC
742,took,VBD
736,forth,NN
722,bring,VB
714,thus,RB
708,know,VBP
694,david,NNP
685,set,VBN
669,yet,RB
660,say,VBP
658,like,IN
655,sent,VBD
654,name,NN
612,away,RB
595,mine,JJ
578,called,VBD
574,heard,VBD
573,own,JJ
562,word,NN
554,days,NNS
551,father,NN
541,how,WRB
529,more,RBR
526,spake,NN
525,saw,VBD
522,holy,JJ
511,good,JJ
509,hundred,VBD
497,cast,VBD
495,eat,VB
485,see,VB
483,moses,NNP
482,given,VBN
481,than,IN
479,many,JJ
478,art,NN
469,heart,NN
464,gave,VBD
463,those,DT
450,city,NN
444,seven,CD
444,about,IN
442,would,MD
442,three,CD
441,through,IN
437,evil,JJ
436,time,NN
434,might,MD
423,other,JJ
416,speak,VB
414,done,VBN
411,thousand,NN
409,pass,VB
404,hear,VB
403,place,NN
396,way,NN
392,where,WRB
386,under,IN
386,answered,VBD
385,again,RB
383,without,IN
377,commanded,VBD
373,judah,NNP
368,first,JJ
368,words,NNS
367,offering,NN
366,thing,NN
366,until,IN
365,off,RP
360,burnt,JJ
356,found,VBN
351,keep,VB
351,both,DT
348,midst,NN
346,toward,IN
342,spirit,NN
336,high,JJ
333,himself,PRP
331,years,NNS
331,none,NN
328,earth,NN
328,fear,NN
326,voice,NN
323,five,CD
322,thereof,NN
322,been,VBN
321,cities,NNS
320,wherefore,IN
318,dwell,VB
318,cut,VBN
315,right,JJ
315,round,NN
314,whose,WP$
313,stood,VBD
312,priest,NN
306,servant,NN
295,four,CD
292,same,JJ
290,work,NN
290,pray,VBP
290,soul,NN
289,deliver,VB
287,taken,VBN
287,being,VBG
285,hands,NNS
283,young,JJ
282,blood,NN
282,cause,VB
282,king’s,NULL
280,sin,NN
279,turn,VB
278,surely,RB
278,twenty,NN
277,eyes,NNS
276,told,VBD
276,law,NN
275,why,WRB
273,face,NN
273,servants,NNS
273,fire,NN
271,blessed,VBD
270,glory,NN
269,left,VBN
266,side,NN
265,themselves,PRP
265,turned,VBD
265,laid,VBD
264,old,JJ
264,kings,NNS
264,delivered,VBD
261,saul,NNP
259,chief,JJ
257,very,RB
256,gathered,VBN
255,much,JJ
255,priests,NNS
254,year,NN
253,kingdom,NN
251,christ,NNP
247,another,DT
246,mighty,NN
246,daughter,NN
244,such,JJ
243,destroy,VB
242,jerusalem,NNP
241,concerning,VBG
239,woman,NN
239,drink,VB
238,together,RB
237,ten,JJ
237,end,NN
237,wilt,NN
237,love,NN
235,seek,VB
235,tabernacle,NN
234,lay,VBD
233,lest,JJS
233,can,MD
233,wicked,JJ
232,between,IN
230,seen,VBN
230,though,IN
228,full,JJ
228,peace,NN
227,smote,VBP
227,fell,VBD
227,offer,VB
226,whole,JJ
226,shew,VB
226,send,VB
226,tribe,NN
225,begat,NN
224,little,JJ
224,cometh,VBZ
223,stand,VB
222,flesh,NN
221,save,VB
220,mouth,NN
219,mount,NN
219,fathers,NNS
218,meat,NN
218,spoken,VBN
218,some,DT
217,praise,NN
214,dwelt,NN
209,heaven,NN
209,tell,VB
207,doth,VBZ
205,aaron,NNP
205,solomon,NNP
203,seed,NN
203,covenant,NN
203,sight,NN
200,rest,NN
200,mercy,NN
199,altar,NN
199,behold,NNP
199,bread,NN
199,head,NN
198,inhabitants,NNS
197,life,NN
196,bear,VB
196,strong,JJ
195,brethren,NNS
195,written,VBN
194,fall,VB
193,return,VB
193,having,VBG
193,part,NN
192,serve,VB
191,slew,VBD
191,six,CD
191,jacob,NNP
189,brother,NN
189,certain,JJ
188,sat,VBD
188,gone,VBN
187,only,RB
187,princes,NNS
186,waters,NNS
186,call,VB
186,while,IN
185,known,VBN
184,walk,VB
182,above,IN
182,nations,NNS
181,whosoever,NNP
181,angel,NN
181,cannot,NULL
180,congregation,NN
179,wise,NN
177,ark,NN
176,power,NN
173,water,NN
173,bare,NN
173,well,RB
172,began,VBD
171,sword,NN
171,hold,NN
170,within,IN
169,till,VB
169,whether,IN
168,book,NN
168,reigned,VBD
167,third,JJ
167,wherein,NN
166,wife,NN
166,kept,VBD
166,multitude,NN
166,sacrifice,NN
165,receive,VB
165,could,MD
165,gate,NN
165,long,RB
164,knew,VBD
163,light,NN
163,gather,VB
161,throughout,IN
160,judge,NN
160,joshua,NNP
159,thirty,NN
158,righteous,JJ
158,departed,VBD
158,passed,VBD
158,lifted,VBD
158,cried,VBD
157,forty,JJ
157,judgment,NN
156,fruit,NN
156,manner,NN
156,far,RB
153,build,VB
153,egypt,NNP
153,sea,NN
152,able,JJ
152,built,VBD
151,whatsoever,RB
151,find,VB
151,moreover,RB
150,second,JJ
149,received,VBD
146,levites,NNP
145,gold,NN
145,inheritance,NN
145,new,JJ
144,father’s,NULL
144,near,IN
144,carried,VBD
144,jews,NNP
143,look,VB
143,dead,JJ
143,disciples,NNS
142,returned,VBD
142,enter,VB
142,righteousness,NN
141,daughters,NNS
141,prophet,NN
140,number,NN
138,filled,VBN
138,nothing,NN
138,silver,NN
137,commandment,NN
137,elders,NNS
136,anger,NN
136,strength,NN
135,become,VB
135,thyself,PRP
135,philistines,NNP
135,joseph,NNP
134,grace,NN
134,door,NN
133,broken,VBN
133,border,NN
133,most,RBS
132,remember,VB
132,must,MD
132,break,VB
132,lie,VB
131,hearken,VB
131,burn,VB
131,beside,IN
131,faith,NN
130,shewed,VBD
129,cry,NN
129,wrath,NN
129,rejoice,VB
129,works,NNS
128,meet,VB
128,rose,VBD
128,born,VBN
128,slain,VBN
128,twelve,NN
127,goeth,VBZ
127,fifty,JJ
127,offerings,NNS
127,half,NN
126,offered,VBD
126,iniquity,NN
126,places,NNS
126,ever,RB
126,wisdom,NN
126,unclean,JJ
125,sought,VBD
125,maketh,VBZ
123,night,NN
122,pharaoh,NNP
122,didst,NN
122,rise,VB
122,captain,NN
122,die,VB
122,poor,JJ
122,giveth,VBZ
121,mother,NN
121,smite,VB
121,whither,NN
120,bless,VB
120,abraham,NNP
119,man’s,NULL
118,wilderness,NN
118,vessels,NNS
117,host,NN
116,feet,NNS
116,lord’s,NULL
115,child,NN
115,yourselves,NNS
115,death,NN
114,field,NN
114,prophets,NNS
113,seventh,JJ
113,mayest,JJS
113,slay,VB
113,destroyed,VBN
113,seeing,VBG
113,fine,JJ
113,world,NN
112,leave,VB
112,get,VB
111,living,NN
111,hid,VBN
111,war,NN
111,enemies,NNS
111,asked,VBD
111,peter,NNP
111,paul,NNP
110,throne,NN
110,family,NN
110,counsel,NN
109,sit,VB
109,babylon,NNP
108,kill,VB
108,walked,VBD
108,numbered,VBN
108,wherewith,NN
107,open,JJ
107,spread,VBD
107,stone,NN
107,sing,VBG
107,trust,NN
106,became,VBD
106,appointed,VBN
106,better,JJR
105,jeremiah,NNP
104,lift,VB
104,wine,NN
104,saying,VBG
103,live,VB
103,opened,VBD
103,here,RB
103,followed,VBD
103,believe,VBP
103,samuel,NNP
101,river,NN
101,east,NN
101,beasts,NNS
101,entered,VBD
101,reign,VB
101,teach,VB
100,fat,NN
100,looked,VBD
100,command,VBP
100,possess,VB
100,woe,NNP
99,cubits,NNS
99,women,NNS
98,help,VB
98,valley,NN
98,witness,NN
98,answer,VB
98,truth,NN
97,trees,NNS
97,sweet,JJ
97,back,RB
97,knoweth,VBZ
97,month,NN
97,sabbath,NN
97,temple,NN
96,ask,VB
96,captains,NNS
96,hezekiah,NNP
95,gods,NNS
95,ears,NNS
95,worship,VB
94,morning,NN
94,caused,VBD
94,shut,VBN
94,buried,VBD
94,bound,VBN
94,fight,VB
93,tree,NN
93,ought,MD
93,feast,NN
93,wall,NN
93,joy,NN
92,fled,VBD
92,sun,NN
92,service,NN
92,utterly,RB
91,beast,NN
91,knowledge,NN
91,depart,VB
91,afraid,JJ
90,desire,NN
90,died,VBD
90,covered,VBD
90,wrought,VBD
90,declare,VB
90,honour,NN
90,nevertheless,NNP
89,south,NN
89,prince,NN
89,body,NN
88,families,NNS
88,top,NN
88,flee,VB
88,oil,NN
88,carry,VB
88,chosen,VBN
88,john,NNP
87,money,NN
87,threescore,RB
86,going,VBG
86,prepared,VBN
86,never,RB
86,arose,VBD
86,ways,NNS
86,wait,NN
86,jonathan,NNP
85,believed,VBD
85,wash,VB
85,drew,VBD
85,stones,NNS
85,verily,RB
85,suffer,VB
85,hope,NN
84,mountains,NNS
84,lot,NN
84,loved,VBD
84,sins,NNS
84,joab,NNP
83,thence,NN
83,doeth,VBZ
83,present,JJ
83,nigh,JJ
83,burned,VBN
83,remnant,NN
82,country,NN
82,poured,VBD
82,times,NNS
82,incense,NN
81,presence,NN
81,ready,JJ
81,hide,VB
81,hosts,NNS
81,commandments,NNS
81,likewise,RB
81,minister,NN
80,charge,NN
80,plague,NN
80,pure,JJ
80,tongue,NN
79,everlasting,VBG
79,portion,NN
79,follow,VB
79,ephraim,NNP
79,tribes,NNS
79,bringeth,VBZ
79,raised,VBD
79,prepare,VB
79,noise,NN
78,pitched,VBN
78,small,JJ
78,hate,VBP
78,spoil,NN
78,houses,NNS
78,sound,NN
78,jeroboam,NNP
77,hearkened,VBD
77,tenth,JJ
77,abide,VB
77,firstborn,NN
77,feed,VB
77,eye,NN
76,knowest,JJS
76,nation,NN
76,committed,VBN
76,north,NN
76,gates,NNS
75,fourth,JJ
75,draw,VB
75,mother’s,NULL
75,strange,JJ
75,understanding,NN
75,coming,VBG
74,breadth,NN
74,sore,RB
74,write,VB
74,taketh,VBZ
74,commit,VB
73,shouldest,JJS
73,bowed,VBD
73,sheep,NN
73,except,IN
73,salvation,NN
73,atonement,NN
73,jordan,NNP
72,cattle,NNS
72,whereof,NN
72,whence,NN
72,sold,VBN
72,thought,VBD
72,cover,VB
71,sware,NN
71,stretched,VBD
71,court,NN
71,lips,NNS
70,beginning,NN
70,wind,NN
70,removed,VBD
70,served,VBD
70,ruler,NN
69,eaten,VBN
69,clothed,VBN
69,consumed,VBN
69,precious,JJ
69,since,IN
69,reason,NN
69,trespass,NN
69,sanctify,VB
69,prophesy,NN
69,taught,VBD
69,prayer,NN
68,greater,JJR
68,curse,NN
68,bow,NN
68,heed,NN
68,heads,NNS
68,gospel,NN
67,perfect,JJ
67,mountain,NN
67,battle,NN
67,led,VBD
67,speaketh,VBZ
67,manasseh,NNP
67,beseech,VBP
67,camp,NN
67,faithful,JJ
66,wickedness,NN
66,length,NN
66,stranger,NN
66,lamb,NN
66,golden,JJ
66,messengers,NNS
66,devour,VB
66,anointed,VBN
66,moab,NNP
66,captivity,NN
65,just,RB
65,soon,RB
65,early,JJ
64,heavens,NNS
64,names,NNS
64,eight,CD
64,cloud,NN
64,bones,NNS
64,brake,VB
64,ear,NN
63,wast,NN
63,cursed,VBD
63,behind,IN
63,pieces,NNS
63,isaac,NNP
63,think,VBP
63,benjamin,NNP
63,pour,VB
63,sinned,VBN
63,forsaken,VBN
62,dust,NN
62,husband,NN
62,wives,NNS
62,appeared,VBD
62,myself,PRP
62,master,NN
62,obey,VB
62,abode,NN
62,foot,NN
62,sign,NN
62,fought,NN
62,read,VB
62,desolate,NN
62,ahab,NNP
61,darkness,NN
61,greatly,RB
61,shadow,NN
61,feared,VBD
61,company,NN
61,remain,VBP
61,false,JJ
61,howbeit,NNP
61,absalom,NNP
61,jehoshaphat,NNP
61,hour,NN
60,dry,JJ
60,seventy,NN
59,unleavened,JJ
59,deal,VB
59,worthy,JJ
59,reproach,NN
59,raise,VB
59,loveth,VBZ
59,last,JJ
59,run,VB
59,morrow,VB
59,rock,NN
59,wrote,VBD
59,acts,NNS
58,understand,VB
58,exceeding,VBG
58,next,JJ
58,favour,NN
58,loud,JJ
58,abomination,NN
58,rulers,NNS
58,rod,NN
58,vain,NN
58,forsake,VB
58,beloved,VBN
58,endureth,NN
57,rule,NN
57,rain,NN
57,ground,NN
57,clean,JJ
57,dealt,VBN
57,angels,NNS
57,fast,RB
57,wood,NN
57,strangers,NNS
57,crown,NN
57,eleazar,NNP
57,pillars,NNS
57,increase,NN
57,pharisees,NNP
56,lieth,VBZ
56,afterward,RB
56,egyptians,NNPS
56,worshipped,VBD
56,esau,NNP
56,riches,NNS
56,labour,NN
56,aside,RB
56,bullock,NN
56,consider,VB
56,heathen,NN
55,divided,VBD
55,comfort,NN
55,established,VBN
55,generation,NN
55,corn,NN
55,dost,NN
55,lead,VB
55,killed,VBD
55,drive,VB
55,hearts,NNS
55,fallen,VBN
55,doors,NNS
55,rather,RB
54,rich,JJ
54,inherit,VB
54,named,VBN
54,kindled,VBN
54,beyond,IN
54,saved,VBN
54,mingled,VBN
54,ashamed,VBN
54,preached,VBN
53,fifth,JJ
53,sanctified,VBN
53,whoso,NNP
53,indeed,RB
53,white,JJ
53,consume,VB
53,therein,RB
53,enemy,NN
53,graven,JJ
53,horns,NNS
53,dwelleth,VBZ
52,sister,NN
52,height,NN
52,ran,VBD
52,edge,NN
52,buy,VB
52,sacrifices,NNS
52,chariots,NNS
52,eateth,VBZ
52,observe,VB
52,nebuchadnezzar,NNP
51,image,NN
51,pleasant,JJ
51,flock,NN
51,fowls,NN
51,scattered,VBN
51,each,DT
51,forget,VB
51,pleased,VBD
51,cup,NN
51,canst,NN
51,standing,VBG
51,secret,JJ
51,trouble,NN
51,david’s,NULL
50,lived,VBD
50,gentiles,NNP
50,abroad,RB
50,too,RB
50,possession,NN
50,held,VBD
50,charged,VBD
50,hated,VBD
50,lying,VBG
50,redeemed,VBN
50,stretch,VB
50,glad,JJ
50,thrust,VB
50,burden,NN
50,coast,NN
50,reward,NN
50,zedekiah,NNP
49,knowing,VBG
49,dwelling,VBG
49,still,RB
49,fury,NN
49,judged,VBN
49,rent,NN
49,smitten,VBN
49,ends,NNS
49,bind,VB
48,divide,VB
48,fill,VB
48,always,RB
48,lambs,NNS
48,afar,RB
48,thither,NN
48,redeem,VB
48,foundation,NN
48,judgments,NNS
48,shame,NN
48,thanks,NNS
48,assyria,NNP
48,scribes,NNS
47,remained,VBD
47,remembered,VBD
47,faces,VBZ
47,famine,NN
47,tent,NN
47,burning,NN
47,seeth,VBZ
47,suffered,VBD
47,healed,VBN
47,touched,VBD
47,former,JJ
47,daily,RB
47,statutes,NNS
47,wings,NNS
47,rivers,NNS
47,lion,NN
47,asa,NNP
47,jehu,NNP
47,elijah,NNP
47,daniel,NNP
47,immediately,RB
46,touch,VB
46,driven,VBN
46,shed,VBN
46,garments,NNS
46,perish,VB
46,horses,NNS
46,keepeth,VBZ
46,entering,VBG
46,abominations,NNS
46,chambers,NNS
45,moved,VBN
45,pharaoh’s,NULL
45,ram,NN
45,despised,VBD
45,prayed,VBD
45,swear,VB
45,blessing,NN
45,speaking,VBG
45,enquire,VB
45,watch,NN
45,branches,NNS
45,governor,NN
45,instruments,NNS
45,hill,NN
45,sockets,NNS
45,walls,NNS
45,army,NN
45,syrians,NNPS
45,esther,NNP
44,deep,JJ
44,wild,JJ
44,hard,JJ
44,compassed,VBD
44,mind,NN
44,yoke,NN
44,devoured,VBD
44,defiled,VBN
44,chariot,NN
44,besought,VBD
44,forgive,JJ
44,passover,NN
44,upright,JJ
44,heareth,VBZ
44,tables,NNS
44,order,NN
44,utter,JJ
44,blind,NN
44,measured,VBD
44,abner,NNP
44,zion,NNP
44,pilate,NNP
43,desired,VBD
43,nine,CD
43,establish,VB
43,tarry,VB
43,duke,NN
43,forasmuch,JJ
43,true,JJ
43,west,NN
43,sworn,VBN
43,flour,NN
43,treasures,NNS
43,repaired,VBD
43,destruction,NN
43,preach,VB
42,souls,NNS
42,joined,VBN
42,risen,VBN
42,abimelech,NNP
42,few,JJ
42,met,VBD
42,ox,NN
42,hair,NN
42,priest’s,NULL
42,measure,NN
42,josiah,NNP
42,believeth,VBZ
42,baptized,VBN
42,simon,NNP
42,church,NN
41,dominion,NN
41,male,NN
41,fig,NN
41,talked,VBD
41,walketh,VBZ
41,red,NNP
41,appear,VB
41,either,RB
41,officers,NNS
41,slept,VBD
41,remove,VB
41,neighbour,NN
41,choose,VB
41,provoke,VB
41,cherubims,NNS
41,vision,NN
41,escaped,VBN
41,eternal,JJ
41,seeketh,VBZ
41,rehoboam,NNP
41,elisha,NNP
40,sixth,JJ
40,sorrow,NN
40,plain,NN
40,shekels,NNS
40,toucheth,VBZ
40,goats,NNS
40,fulfilled,VBN
40,arise,NNP
40,parts,NNS
40,latter,JJ
40,signs,NNS
40,declared,VBN
40,testimony,NN
40,linen,NN
40,terrible,JJ
40,idols,NNS
40,fail,VB
40,foolish,JJ
40,need,NN
40,mary,NNP
39,instead,RB
39,thoughts,NNS
39,continually,RB
39,counted,VBN
39,bought,VBD
39,ammon,NNP
39,laban,NNP
39,ghost,NNP
39,flocks,NNS
39,appoint,VB
39,wept,VBD
39,sanctuary,NN
39,search,VB
39,prophesied,VBD
39,kingdoms,NNS
39,iron,NN
39,straightway,RB
39,salute,VB
39,haman,NNP
39,job,NNP
39,others,NNS
38,sleep,NN
38,truly,RB
38,scatter,VB
38,whereby,WRB
38,least,JJS
38,perform,VB
38,oath,NN
38,delight,NN
38,visit,VB
38,coasts,NNS
38,sitteth,VBZ
38,oxen,NN
38,gift,NN
38,sick,JJ
38,cease,VB
38,saints,NNS
38,fool,NN
38,queen,NN
38,chronicles,NNS
38,lawful,JJ
38,mordecai,NNP
37,green,JJ
37,brass,NN
37,fair,JJ
37,waxed,VBD
37,obeyed,VBD
37,bury,VB
37,weight,NN
37,reuben,NNP
37,matter,NN
37,wouldest,JJS
37,forgotten,VBN
37,ass,NN
37,washed,VBD
37,thick,JJ
37,palm,NN
37,molten,JJ
37,fierce,JJ
37,defile,VB
37,heal,VB
37,promised,VBD
37,sitting,VBG
37,divers,NNS
37,syria,NNP
37,jehoiada,NNP
37,inner,JJ
37,pleasure,NN
37,worketh,VBZ
36,created,VBD
36,stars,NNS
36,multiply,VB
36,violence,NN
36,olive,JJ
36,covering,NN
36,twentieth,JJ
36,pursued,VBD
36,restore,VB
36,captive,JJ
36,glorious,JJ
36,rings,NNS
36,sides,NNS
36,compass,NN
36,once,RB
36,beat,VB
36,despise,VB
36,possessed,VBD
36,grass,NN
36,balaam,NNP
36,fenced,JJ
36,following,VBG
36,abundance,NN
36,joash,NNP
36,exalted,VBN
35,abram,NNP
35,beheld,VBD
35,affliction,NN
35,ourselves,PRP
35,kid,NN
35,strengthened,VBD
35,posts,NNS
35,blow,VB
35,remembrance,NN
35,please,VB
35,pay,VB
35,eighth,JJ
35,staves,NNS
35,beaten,VBN
35,table,NN
35,passeth,VBZ
35,forgiven,VBN
35,bed,NN
35,rebuke,NN
35,root,NN
35,plead,VB
35,zadok,NNP
35,samaria,NNP
34,generations,NNS
34,breath,NN
34,gavest,JJS
34,doest,JJS
34,builded,VBN
34,piece,NN
34,afflict,VB
34,oh,UH
34,escape,VB
34,pillar,NN
34,kindness,NN
34,shekel,NN
34,thousands,NNS
34,images,NNS
34,vine,NN
34,understood,VBD
34,alone,RB
34,savour,NN
34,continue,VB
34,seat,NN
34,overlaid,VBD
34,skin,NN
34,rising,VBG
34,enquired,VBD
34,receiveth,VBZ
33,plant,NN
33,brother’s,NULL
33,vengeance,NN
33,increased,VBD
33,dried,VBN
33,goest,NN
33,fourscore,RB
33,perceived,VBD
33,add,VB
33,whereas,IN
33,troubled,VBN
33,tower,NN
33,wonders,NNS
33,residue,NN
33,ones,NNS
33,encamped,VBD
33,anoint,VB
33,continual,JJ
33,assembled,VBD
33,talents,NNS
33,gad,NNP
33,ministered,VBD
33,appearance,NN
33,render,VB
33,sihon,NNP
33,tread,VB
33,satan,NNP
33,decree,NN
33,glorified,VBN
32,evening,NN
32,respect,NN
32,cubit,NN
32,sarah,NNP
32,tender,NN
32,peradventure,NN
32,dream,NN
32,caught,VBD
32,weep,VB
32,goodly,JJ
32,else,RB
32,hired,VBD
32,guard,NN
32,interpretation,NN
32,dan,NNP
32,snare,NN
32,execute,VB
32,arm,NN
32,statute,NN
32,free,JJ
32,sacrificed,VBD
32,wave,NN
32,cleanse,VB
32,cedar,NN
32,transgressions,NNS
32,use,NN
32,turneth,VBZ
32,ninth,JJ
32,pride,NN
32,causeth,VBZ
32,provoked,VBD
32,looketh,VBZ
32,sake,NN
32,speech,NN
32,shake,VB
32,amaziah,NNP
32,ship,NN
31,food,NN
31,substance,NN
31,separate,JJ
31,seest,JJS
31,fetch,VB
31,certainly,RB
31,borders,NNS
31,sure,JJ
31,journey,NN
31,cunning,VBG
31,sell,VB
31,hurt,NN
31,staff,NN
31,garment,NN
31,treasure,NN
31,angry,JJ
31,waited,VBD
31,afflicted,VBN
31,compassion,NN
31,milk,NN
31,aaron’s,NULL
31,sprinkle,VB
31,person,NN
31,rejoiced,VBD
31,judges,NNS
31,horn,NN
31,girded,VBN
31,habitation,NN
31,fields,NNS
31,punish,VB
31,ordained,VBN
31,rebellious,JJ
31,transgressed,VBN
31,spear,NN
31,clouds,NN
31,saul’s,NULL
31,answering,VBG
30,formed,VBD
30,planted,VBN
30,henceforth,NN
30,alive,JJ
30,separated,VBN
30,preserve,VB
30,digged,VBD
30,tarried,VBD
30,rachel,NNP
30,moon,NN
30,loins,NNS
30,remaineth,NN
30,assembly,NN
30,corners,NNS
30,putteth,VBZ
30,pluck,VB
30,iniquities,NNS
30,brook,NN
30,strengthen,VB
30,learn,VB
30,sealed,VBN
30,looking,VBG
30,name’s,NULL
30,nathan,NNP
30,altars,NNS
30,ahaz,NNP
30,jehoiakim,NNP
30,promise,NN
30,proud,JJ
30,justified,VBN
30,nebuchadrezzar,NNP
30,apostles,NNS
29,creeping,VBG
29,garden,NN
29,grow,VB
29,cleave,VB
29,countenance,NN
29,likeness,NN
29,repented,VBD
29,hither,NN
29,fountain,NN
29,ishmael,NNP
29,smoke,NN
29,willing,JJ
29,giving,VBG
29,profit,NN
29,touching,VBG
29,fed,VBD
29,shechem,NNP
29,gilead,NNP
29,continued,VBD
29,messenger,NN
29,song,NN
29,notwithstanding,VBG
29,polluted,VBN
29,shittim,NN
29,boards,NNS
29,brasen,NN
29,heave,JJ
29,carcase,NN
29,solemn,NN
29,rebelled,VBD
29,waste,NN
29,abideth,VBZ
29,valiant,JJ
29,letter,NN
29,calleth,VBZ
29,excellent,JJ
29,manifest,JJS
29,epistle,NNP
28,walking,VBG
28,yield,VB
28,damsel,NN
28,mourning,NN
28,weary,JJ
28,prison,NN
28,hanged,VBN
28,regard,VB
28,levi,NNP
28,horse,NN
28,along,RB
28,making,VBG
28,edom,NNP
28,diligently,RB
28,goodness,NN
28,neighbours,NNS
28,innocent,JJ
28,harvest,NN
28,finished,VBN
28,oblation,NN
28,confess,VB
28,seemeth,VBZ
28,gifts,NNS
28,testify,VB
28,foundations,NNS
28,whithersoever,NN
28,array,NN
28,obtained,VBD
28,parable,JJ
27,comest,NN
27,sojourn,VB
27,sodom,NNP
27,chose,VBD
27,armed,VBN
27,bowels,NNS
27,measures,NNS
27,merciful,JJ
27,stay,VB
27,herself,PRP
27,dew,NN
27,whereon,NN
27,pit,NN
27,sow,VB
27,multiplied,VBN
27,borne,VBN
27,curtains,NNS
27,uttermost,JJ
27,gird,NNP
27,transgression,NN
27,wholly,RB
27,vessel,NN
27,profane,NN
27,villages,NNS
27,bands,NNS
27,caleb,NNP
27,standeth,VBZ
27,lords,NNS
27,hills,NNS
27,weeping,VBG
27,whereunto,IN
27,confidence,NN
27,supplication,NN
27,benaiah,NNP
27,azariah,NNP
27,letters,NNS
27,thank,VBD
27,resurrection,NN
27,apostle,NN
26,fish,NN
26,belly,RB
26,noah,NNP
26,require,VB
26,perpetual,JJ
26,begin,VB
26,grievous,JJ
26,sinners,NNS
26,salt,NN
26,almighty,NNP
26,spare,VB
26,married,VBN
26,kissed,VBD
26,happy,JJ
26,changed,VBN
26,heap,NN
26,spoiled,VBN
26,pursue,VB
26,fruits,NNS
26,swallowed,VBN
26,exalt,VB
26,hateth,VBZ
26,firstfruits,NNS
26,anointing,NN
26,bars,NNS
26,net,JJ
26,girdle,NN
26,covereth,VBZ
26,less,JJR
26,writing,NN
26,means,NNS
26,bright,JJ
26,loose,VB
26,suddenly,RB
26,balak,NNP
26,prey,NN
26,trodden,JJ
26,home,NN
26,wounded,VBN
26,oppressed,VBN
26,gideon,NNP
26,makest,JJS
26,determined,VBN
26,chamber,NN
26,hell,NN
26,praises,NNS
26,porch,NN
26,isaiah,NNP
26,course,NN
26,members,NNS
26,herod,NNP
25,findeth,VBZ
25,mark,NN
25,corrupt,JJ
25,prevailed,VBD
25,nakedness,NN
25,fourteenth,JJ
25,beware,NNP
25,bitter,JJ
25,vow,NN
25,fourteen,JJ
25,rebuked,VBD
25,grave,NN
25,refused,VBD
25,months,NNS
25,clothes,NNS
25,royal,NN
25,flame,NN
25,memorial,NN
25,hardened,VBD
25,sprinkled,VBD
25,count,VB
25,doing,VBG
25,heavy,JJ
25,trumpet,NN
25,vineyard,NN
25,dark,JJ
25,due,JJ
25,drawn,VBN
25,arrows,NNS
25,sepulchre,NN
25,lebanon,NNP
25,beauty,NN
25,streets,NNS
25,deceive,VB
25,hearing,NN
25,workers,NNS
25,glorify,VB
25,preaching,VBG
25,judas,NNP
25,authority,NN
24,canaanites,NNP
24,uncircumcised,JJ
24,altogether,RB
24,restored,VBN
24,mourn,VB
24,men’s,NULL
24,comforted,VBN
24,fruitful,JJ
24,raiment,NN
24,tidings,NNS
24,space,NN
24,change,VB
24,persons,NNS
24,vail,NN
24,teeth,NNS
24,sharp,JJ
24,satisfied,VBN
24,somewhat,RB
24,beareth,VBZ
24,running,VBG
24,recompense,VB
24,fulness,NN
24,revealed,VBN
24,forsook,VBP
24,ancient,JJ
24,deny,VB
24,trusted,VBD
24,samson,NNP
24,purpose,NN
24,rejected,VBD
